sujeto_qid,entidad,relacion,valor,valor_es,valor_qid
Q6415329,Kiriri people,nombre en la lengua nativa,Kariri,Kariri,
Q10375164,Suruí de Rondônia,instancia de,pueblo indígena,pueblo indígena,Q103817
Q3858795,miraña,instancia de,pueblo indígena,pueblo indígena,Q103817
Q9696431,Karafawyana,situado en la entidad territorial administrativa,Roraima,Roraima,Q42508
Q3879306,Nukini,país de origen,Brasil,Brasil,Q155
Q7650652,Suyá people,nativo de,Parque Indígena de Xingu,Parque Indígena de Xingu,Q183444
Q9696431,Karafawyana,situado en la entidad territorial administrativa,Pará,Pará,Q39517
Q3879306,Nukini,nativo de,Acre,Acre,Q40780
Q4021876,Xukuru-Kariri,país,Brasil,Brasil,Q155
Q10375164,Suruí de Rondônia,nombre en la lengua nativa,Surui Paiter,Surui Paiter,
Q3816974,Krenak,nombre en la lengua nativa,Krenak,Krenak,
Q12626480,Abacaté,país,Brasil,Brasil,Q155
Q5363631,ticuna,nombre en la lengua nativa,Ticuna,Ticuna,
Q11443101,Piraha,instancia de,pueblo indígena,pueblo indígena,Q103817
Q7650652,Suyá people,instancia de,pueblo indígena,pueblo indígena,Q103817
Q10368371,Kariri-Sapuyá,país,Brasil,Brasil,Q155
Q10375164,Suruí de Rondônia,país,Brasil,Brasil,Q155
Q3858795,miraña,país,Colombia,Colombia,Q739
Q3858795,miraña,país,Brasil,Brasil,Q155
Q4021876,Xukuru-Kariri,país de origen,Brasil,Brasil,Q155
Q4001119,Ikpeng,nombre en la lengua nativa,Ikpeng,Ikpeng,
Q3843707,Makuráp,instancia de,pueblo indígena,pueblo indígena,Q103817
Q10335406,Naknenuk,instancia de,pueblo indígena,pueblo indígena,Q103817
Q11443101,Piraha,país,Brasil,Brasil,Q155
Q10380190,Tenondé Porã,instancia de,pueblo indígena,pueblo indígena,Q103817
Q7650652,Suyá people,país,Brasil,Brasil,Q155
Q11443101,Piraha,nombre en la lengua nativa,Pirahã,Pirahã,
Q3851895,Matipu people,instancia de,pueblo indígena,pueblo indígena,Q103817
Q3816974,Krenak,subclase de,Pueblos indígenas de Brasil,Pueblos indígenas de Brasil,Q1363781
Q10375164,Suruí de Rondônia,país de origen,Brasil,Brasil,Q155
Q3858795,miraña,país de origen,Colombia,Colombia,Q739
Q3858795,miraña,país de origen,Brasil,Brasil,Q155
Q3816635,Guanano,país de origen,Colombia,Colombia,Q739
Q3980976,Tapayuna people,nombre en la lengua nativa,Tapayuna,Tapayuna,
Q5363631,ticuna,subclase de,Pueblos indígenas de Brasil,Pueblos indígenas de Brasil,Q1363781
Q12640785,Puxakáze,instancia de,tribu,tribu,Q133311
Q48867860,Miqueleno,nombre en la lengua nativa,Migueleno,Migueleno,
Q12634176,Kanamanti,forma parte de,http://www.wikidata.org/.well-known/genid/05ca0ff4e96bbbbc76006bada1d23fd3,http://www.wikidata.org/.well-known/genid/05ca0ff4e96bbbbc76006bada1d23fd3,
Q134879461,Borum-Kren,subclase de,Pueblos indígenas de Brasil,Pueblos indígenas de Brasil,Q1363781
Q12639439,Pawaté,país,Brasil,Brasil,Q155
Q12627114,Anunzê,país,Brasil,Brasil,Q155
Q86731100,Bará,nombre en la lengua nativa,Bará,Bará,
Q48867860,Miqueleno,país de origen,Brasil,Brasil,Q155
Q135024854,British Brazilians,subclase de,brasileños,brasileños,Q873625
Q130603871,catadora de mangaba,instancia de,etnia,etnia,Q41710
Q130603871,catadora de mangaba,instancia de,profesión,profesión,Q28640
Q122460801,Borari,país,Brasil,Brasil,Q155
Q12637288,Morcegos,forma parte de,http://www.wikidata.org/.well-known/genid/0ebcf10ba2013393e60a64807ee88a01,http://www.wikidata.org/.well-known/genid/0ebcf10ba2013393e60a64807ee88a01,
Q12628595,Cabahiba,país,Brasil,Brasil,Q155
Q48867831,Karajá do Norte,instancia de,pueblo indígena,pueblo indígena,Q103817
Q48867828,Jiahui,instancia de,pueblo indígena,pueblo indígena,Q103817
Q134879461,Borum-Kren,instancia de,pueblo indígena,pueblo indígena,Q103817
Q12640785,Puxakáze,país,Brasil,Brasil,Q155
Q12639387,Patos,forma parte de,guaraníes,guaraníes,Q46429
Q12640785,Puxakáze,forma parte de,http://www.wikidata.org/.well-known/genid/232fe64503ff33fb473296fb80f67732,http://www.wikidata.org/.well-known/genid/232fe64503ff33fb473296fb80f67732,
Q113367317,Taruma people,instancia de,pueblo indígena,pueblo indígena,Q103817
Q113367317,Taruma people,instancia de,pueblo,pueblo,Q2472587
Q48867831,Karajá do Norte,país,Brasil,Brasil,Q155
Q48867828,Jiahui,país,Brasil,Brasil,Q155
Q12628129,Bora,instancia de,tribu,tribu,Q133311
Q134879461,Borum-Kren,país,Brasil,Brasil,Q155
Q12627381,Aurá,instancia de,tribu,tribu,Q133311
Q12640847,Quitaiaiú,instancia de,tribu,tribu,Q133311
Q86731100,Bará,instancia de,pueblo indígena,pueblo indígena,Q103817
Q12645593,Zapukáya,instancia de,tribu,tribu,Q133311
Q48867831,Karajá do Norte,nombre en la lengua nativa,Karajá do Norte,Karajá do Norte,
Q48867828,Jiahui,nombre en la lengua nativa,Jiahui,Jiahui,
Q12640847,Quitaiaiú,forma parte de,Tapuya,Tapuya,Q3981009
Q113367317,Taruma people,país,Guyana,Guyana,Q734
Q113367317,Taruma people,país,Surinam,Surinam,Q730
Q113367317,Taruma people,país,Brasil,Brasil,Q155
Q130603823,Andirobeira,subclase de,Traditional peoples in Brazil,Traditional peoples in Brazil,Q25383955
Q12626480,Abacaté,forma parte de,Pueblos indígenas de Brasil,Pueblos indígenas de Brasil,Q1363781
Q122460801,Borari,instancia de,etnia,etnia,Q41710
Q48867831,Karajá do Norte,país de origen,Brasil,Brasil,Q155
Q12633012,Ipotuát,forma parte de,Pueblos tupíes,Pueblos tupíes,Q120684
Q48867828,Jiahui,país de origen,Brasil,Brasil,Q155
Q135024854,British Brazilians,forma parte de,diáspora británica,diáspora británica,Q4971328
Q130603823,Andirobeira,país,Brasil,Brasil,Q155
Q130603831,Apanhadores de flores sempre-vivas,subclase de,Traditional peoples in Brazil,Traditional peoples in Brazil,Q25383955
Q86731100,Bará,situado en la entidad territorial administrativa,Vaupés,Vaupés,Q234505
Q12628129,Bora,país,Colombia,Colombia,Q739
Q12628129,Bora,país,Perú,Perú,Q419
Q12628129,Bora,país,Brasil,Brasil,Q155
Q134879461,Borum-Kren,país de origen,Brasil,Brasil,Q155
Q12627381,Aurá,país,Brasil,Brasil,Q155
Q12640847,Quitaiaiú,país,Brasil,Brasil,Q155
Q130603831,Apanhadores de flores sempre-vivas,país,Brasil,Brasil,Q155
Q12637288,Morcegos,instancia de,tribu,tribu,Q133311
Q12626480,Abacaté,instancia de,tribu,tribu,Q133311
Q12645446,Yurimagua,forma parte de,Pueblos tupíes,Pueblos tupíes,Q120684
Q135024854,British Brazilians,país,Brasil,Brasil,Q155
Q86731100,Bará,país,Colombia,Colombia,Q739
Q86731100,Bará,país,Brasil,Brasil,Q155
Q12640157,Porekru,forma parte de,Kayapó,Kayapó,Q1028240
Q12634176,Kanamanti,instancia de,tribu,tribu,Q133311
Q12645593,Zapukáya,país,Brasil,Brasil,Q155
Q130603846,Caatingueiro,subclase de,Traditional peoples in Brazil,Traditional peoples in Brazil,Q25383955
Q12633012,Ipotuát,instancia de,tribu,tribu,Q133311
Q130603846,Caatingueiro,país,Brasil,Brasil,Q155
Q115253412,Manaos,nativo de,Brasil,Brasil,Q155
Q12639387,Patos,instancia de,tribu,tribu,Q133311
Q12645446,Yurimagua,instancia de,tribu,tribu,Q133311
Q12637288,Morcegos,país,Brasil,Brasil,Q155
Q86731100,Bará,país de origen,Colombia,Colombia,Q739
Q86731100,Bará,país de origen,Brasil,Brasil,Q155
Q12634176,Kanamanti,país,Brasil,Brasil,Q155
Q130603871,catadora de mangaba,subclase de,Traditional peoples in Brazil,Traditional peoples in Brazil,Q25383955
Q113367317,Taruma people,instancia de,etnia,etnia,Q41710
Q12640157,Porekru,instancia de,tribu,tribu,Q133311
Q48867860,Miqueleno,instancia de,pueblo indígena,pueblo indígena,Q103817
Q12633012,Ipotuát,país,Brasil,Brasil,Q155
Q12626656,Akonguasú,instancia de,tribu,tribu,Q133311
Q12645593,Zapukáya,forma parte de,http://www.wikidata.org/.well-known/genid/24b303ed1c6d6f12994726d0595f7923,http://www.wikidata.org/.well-known/genid/24b303ed1c6d6f12994726d0595f7923,
Q130603871,catadora de mangaba,país,Brasil,Brasil,Q155
Q130603823,Andirobeira,instancia de,etnia,etnia,Q41710
Q12639387,Patos,país,Brasil,Brasil,Q155
Q130603871,catadora de mangaba,instancia de,grupo de población,grupo de población,Q851990
Q12628595,Cabahiba,forma parte de,Pueblos tupíes,Pueblos tupíes,Q120684
Q12645446,Yurimagua,país,Brasil,Brasil,Q155
Q12626656,Akonguasú,forma parte de,Tapuya,Tapuya,Q3981009
Q130603831,Apanhadores de flores sempre-vivas,instancia de,etnia,etnia,Q41710
Q122460801,Borari,forma parte de,Wuy jugu,Wuy jugu,Q1273591
Q12639439,Pawaté,forma parte de,Tupi-Kawahib,Tupi-Kawahib,Q955817
Q12627114,Anunzê,forma parte de,Nhambicuaran,Nhambicuaran,Q12638328
Q12639439,Pawaté,instancia de,tribu,tribu,Q133311
Q135024854,British Brazilians,instancia de,etnia,etnia,Q41710
Q115253412,Manaos,instancia de,etnia,etnia,Q41710
Q12627381,Aurá,forma parte de,guaraníes,guaraníes,Q46429
Q12627114,Anunzê,instancia de,tribu,tribu,Q133311
Q48867860,Miqueleno,país,Brasil,Brasil,Q155
Q12640157,Porekru,país,Brasil,Brasil,Q155
Q12626656,Akonguasú,país,Brasil,Brasil,Q155
Q130603846,Caatingueiro,instancia de,etnia,etnia,Q41710
Q12628595,Cabahiba,instancia de,tribu,tribu,Q133311
Q210623,taíno,subclase de,Lokono,Lokono,Q3258734
Q5192084,Inmigración cubana en México,país,Cuba,Cuba,Q241
Q5192084,Inmigración cubana en México,instancia de,migración humana,migración humana,Q177626
Q6123488,Sefardíes en Cuba,instancia de,diáspora o inmigración según país de origen y destino,diáspora o inmigración según país de origen y destino,Q117430967
Q131550908,White Cubans,instancia de,etnia,etnia,Q41710
Q13053580,Armenians in Cuba,país,Cuba,Cuba,Q241
Q210623,taíno,situado en la entidad territorial administrativa,Antillas,Antillas,Q166131
Q210623,taíno,instancia de,pueblos indígenas de Sudamérica,pueblos indígenas de Sudamérica,Q1479328
Q210623,taíno,país,Cuba,Cuba,Q241
Q210623,taíno,país,Jamaica,Jamaica,Q766
Q210623,taíno,país,Estados Unidos,Estados Unidos,Q30
Q210623,taíno,país,República Dominicana,República Dominicana,Q786
Q210623,taíno,país,Haití,Haití,Q790
Q6123488,Sefardíes en Cuba,país,Cuba,Cuba,Q241
Q7573403,Inmigración española en Cuba,instancia de,diáspora o inmigración según país de origen y destino,diáspora o inmigración según país de origen y destino,Q117430967
Q13053580,Armenians in Cuba,instancia de,comunidad étnica,comunidad étnica,Q25380035
Q5192084,Inmigración cubana en México,instancia de,etnia,etnia,Q41710
Q5856779,Inmigración mexicana en Cuba,instancia de,diáspora o inmigración según país de origen y destino,diáspora o inmigración según país de origen y destino,Q117430967
Q7573403,Inmigración española en Cuba,país,Cuba,Cuba,Q241
Q210623,taíno,instancia de,etnia,etnia,Q41710
Q210623,taíno,subclase de,Pueblos indígenas de Estados Unidos,Pueblos indígenas de Estados Unidos,Q49297
Q5856779,Inmigración mexicana en Cuba,país,Cuba,Cuba,Q241
Q13053580,Armenians in Cuba,subclase de,armenios,armenios,Q79797
Q131550908,White Cubans,país,Cuba,Cuba,Q241
Q50001,italianos,nombre en la lengua nativa,italiani,italiani,
Q5317259,Inmigración neerlandesa en Chile,instancia de,etnia,etnia,Q41710
Q4867848,Basque Chileans,instancia de,etnia,etnia,Q41710
Q3259522,Inmigración irlandesa en Chile,instancia de,migración humana,migración humana,Q177626
Q3140110,Inmigración húngara en Chile,subclase de,chilenos,chilenos,Q1276073
Q753125,Atacameño,país,Chile,Chile,Q298
Q5378205,English Chileans,instancia de,etnia,etnia,Q41710
Q3259522,Inmigración irlandesa en Chile,país,Chile,Chile,Q298
Q50001,italianos,subclase de,pueblos latinos,pueblos latinos,Q3157225
Q178484,mapuche,subclase de,Araukaner,Araukaner,Q118688981
Q3503021,Inmigración croata en Chile,instancia de,diáspora o inmigración según país de origen y destino,diáspora o inmigración según país de origen y destino,Q117430967
Q4783164,Inmigración árabe en Chile,instancia de,etnia,etnia,Q41710
Q50001,italianos,instancia de,pueblo,pueblo,Q2472587
Q50001,italianos,forma parte de,pueblos latinos,pueblos latinos,Q3157225
Q4969643,Inmigración británica en Chile,instancia de,etnia,etnia,Q41710
Q3804348,Inmigración italiana en Chile,país,Chile,Chile,Q298
Q1276073,chilenos,subclase de,americanos,americanos,Q2384959
Q3503021,Inmigración croata en Chile,forma parte de,Inmigración en Chile,Inmigración en Chile,Q3447149
Q1349118,Selknam,país,Argentina,Argentina,Q414
Q1349118,Selknam,país,Chile,Chile,Q298
Q1276073,chilenos,subclase de,sudamericanos,sudamericanos,Q10374742
Q2067521,Pehuenche,subclase de,Araukaner,Araukaner,Q118688981
Q5100868,Inmigración china en Chile,instancia de,diáspora o inmigración según país de origen y destino,diáspora o inmigración según país de origen y destino,Q117430967
Q4867848,Basque Chileans,subclase de,chilenos,chilenos,Q1276073
Q50001,italianos,país,Mónaco,Mónaco,Q235
Q50001,italianos,país,Rumania,Rumania,Q218
Q50001,italianos,país,Suiza,Suiza,Q39
Q50001,italianos,país,Estados Unidos,Estados Unidos,Q30
Q50001,italianos,país,España,España,Q29
Q50001,italianos,país,Argentina,Argentina,Q414
Q50001,italianos,país,Chile,Chile,Q298
Q50001,italianos,país,Ecuador,Ecuador,Q736
Q50001,italianos,país,Paraguay,Paraguay,Q733
Q50001,italianos,país,Venezuela,Venezuela,Q717
Q50001,italianos,país,Australia,Australia,Q408
Q50001,italianos,país,Perú,Perú,Q419
Q50001,italianos,país,Sudáfrica,Sudáfrica,Q258
Q50001,italianos,país,Alemania,Alemania,Q183
Q50001,italianos,país,Italia,Italia,Q38
Q50001,italianos,país,Francia,Francia,Q142
Q50001,italianos,país,Reino Unido,Reino Unido,Q145
Q50001,italianos,país,Rusia,Rusia,Q159
Q50001,italianos,país,Uruguay,Uruguay,Q77
Q50001,italianos,país,Brasil,Brasil,Q155
Q50001,italianos,país,Canadá,Canadá,Q16
Q50001,italianos,país,Bélgica,Bélgica,Q31
Q50001,italianos,país,Luxemburgo,Luxemburgo,Q32
Q50001,italianos,país,Croacia,Croacia,Q224
Q50001,italianos,país,México,México,Q96
Q50001,italianos,subclase de,habitante,habitante,Q22947
Q3503021,Inmigración croata en Chile,país,Chile,Chile,Q298
Q3140110,Inmigración húngara en Chile,instancia de,grupo étnico,grupo étnico,Q2531956
Q50001,italianos,nativo de,Italia,Italia,Q38
Q788321,Inmigración alemana en Chile,instancia de,diáspora o inmigración según país de origen y destino,diáspora o inmigración según país de origen y destino,Q117430967
Q3140110,Inmigración húngara en Chile,forma parte de,diáspora húngara,diáspora húngara,Q466395
Q753125,Atacameño,instancia de,etnia,etnia,Q41710
Q3259522,Inmigración irlandesa en Chile,instancia de,etnia,etnia,Q41710
Q4969643,Inmigración británica en Chile,subclase de,chilenos,chilenos,Q1276073
Q1076202,Chono,país,Chile,Chile,Q298
Q1276073,chilenos,subclase de,Latinoamericanos,Latinoamericanos,Q16799549
Q3804348,Inmigración italiana en Chile,instancia de,etnia,etnia,Q41710
Q5100868,Inmigración china en Chile,país,Chile,Chile,Q298
Q3140110,Inmigración húngara en Chile,país,Chile,Chile,Q298
Q178484,mapuche,instancia de,pueblo indígena,pueblo indígena,Q103817
Q4867848,Basque Chileans,instancia de,grupo étnico,grupo étnico,Q2531956
Q1349118,Selknam,instancia de,etnia,etnia,Q41710
Q4867848,Basque Chileans,forma parte de,diáspora vasca,diáspora vasca,Q3026381
Q2067521,Pehuenche,subclase de,mapuche,mapuche,Q178484
Q50001,italianos,subclase de,europeos occidentales,europeos occidentales,Q101094841
Q1276073,chilenos,país,Chile,Chile,Q298
Q50001,italianos,instancia de,etnia,etnia,Q41710
Q788321,Inmigración alemana en Chile,país,Chile,Chile,Q298
Q50001,italianos,instancia de,población humana,población humana,Q33829
Q50001,italianos,idioma oficial,italiano,italiano,Q652
Q5100868,Inmigración china en Chile,país,República Popular China,República Popular China,Q148
Q5317259,Inmigración neerlandesa en Chile,instancia de,migración humana,migración humana,Q177626
Q1276073,chilenos,subclase de,habitante,habitante,Q22947
Q4115475,Palestinos en Chile,instancia de,diáspora o inmigración según país de origen y destino,diáspora o inmigración según país de origen y destino,Q117430967
Q3503021,Inmigración croata en Chile,instancia de,etnia,etnia,Q41710
Q5317259,Inmigración neerlandesa en Chile,país,Chile,Chile,Q298
Q2067521,Pehuenche,instancia de,pueblo indígena,pueblo indígena,Q103817
Q5378205,English Chileans,forma parte de,diáspora inglesa,diáspora inglesa,Q20876931
Q4969643,Inmigración británica en Chile,instancia de,grupo étnico,grupo étnico,Q2531956
Q4867848,Basque Chileans,país,Chile,Chile,Q298
Q178484,mapuche,país,Argentina,Argentina,Q414
Q178484,mapuche,país,Chile,Chile,Q298
Q5378205,English Chileans,país,Chile,Chile,Q298
Q1276073,chilenos,país de origen,Chile,Chile,Q298
Q4969643,Inmigración británica en Chile,forma parte de,diáspora británica,diáspora británica,Q4971328
Q1076202,Chono,instancia de,etnia,etnia,Q41710
Q4783164,Inmigración árabe en Chile,país,Chile,Chile,Q298
Q3140110,Inmigración húngara en Chile,instancia de,etnia,etnia,Q41710
Q2067521,Pehuenche,país,Argentina,Argentina,Q414
Q2067521,Pehuenche,país,Chile,Chile,Q298
Q4969643,Inmigración británica en Chile,país,Chile,Chile,Q298
Q1276073,chilenos,situado en la entidad territorial administrativa,Chile,Chile,Q298
Q4115475,Palestinos en Chile,país,Chile,Chile,Q298
Q1276073,chilenos,instancia de,etnia,etnia,Q41710
Q788321,Inmigración alemana en Chile,instancia de,etnia,etnia,Q41710
Q1276073,chilenos,instancia de,población humana,población humana,Q33829
Q5501711,Inmigración francesa en Chile,instancia de,migración humana,migración humana,Q177626
Q33506285,Ukrainians of Chile,instancia de,diáspora o inmigración según país de origen y destino,diáspora o inmigración según país de origen y destino,Q117430967
Q5501711,Inmigración francesa en Chile,país,Chile,Chile,Q298
Q27910520,inmigración venezolana en Chile,país,Chile,Chile,Q298
Q110782879,Inmigración armenia en Chile,instancia de,comunidad étnica,comunidad étnica,Q25380035
Q118688981,Araukaner,instancia de,pueblo indígena,pueblo indígena,Q103817
Q12156676,Colonización de Llanquihue,instancia de,diáspora o inmigración según país de origen y destino,diáspora o inmigración según país de origen y destino,Q117430967
Q5602082,Inmigración griega en Chile,país,Chile,Chile,Q298
Q6432055,Inmigración coreana en Chile,instancia de,etnia,etnia,Q41710
Q55075248,inmigración suiza en Chile,instancia de,migración humana,migración humana,Q177626
Q55075248,inmigración suiza en Chile,país,Chile,Chile,Q298
Q17636351,lafquenche,instancia de,etnia,etnia,Q41710
Q5954203,Judíos en Chile,instancia de,etnia,etnia,Q41710
Q7209890,Inmigración polaca en Chile,instancia de,migración humana,migración humana,Q177626
Q7209890,Inmigración polaca en Chile,país,Chile,Chile,Q298
Q7981874,Welsh Chileans,instancia de,grupo étnico,grupo étnico,Q2531956
Q7437657,Inmigración escocesa en Chile,instancia de,etnia,etnia,Q41710
Q7573173,inmigración española en Chile,instancia de,migración humana,migración humana,Q177626
Q7573173,inmigración española en Chile,país,Chile,Chile,Q298
Q17079359,Inmigración mexicana en Chile,instancia de,etnia,etnia,Q41710
Q7981874,Welsh Chileans,subclase de,Inmigración británica en Chile,Inmigración británica en Chile,Q4969643
Q118688981,Araukaner,país,Argentina,Argentina,Q414
